Example No.,TR-FRET (GDP) IC50 (nM),pERK IC50 (nM),SPR Keq (nM),SMILES,Image from Patent,Structure,curated IUPAC,IUPAC salt free,salt,stereo comment,Smiles (2),Smiles (Canonical),calculated mass,MS Info (patent),molweight (patent),diff molweight,SPR Keq (nM) (NX),TR-FRET (GDP) IC50 (nM) (NX),pERK IC50 (NX),R1,R2,R3,R4,Core of [Smiles (2)] for [Ad-hoc query] in [Ad-hoc list],rdkit:TPSA,status,comment,FG Status,Details,FG Comment,Prediction Status,Prob(<= 3 cm-6/s),LE-MDCK Classification,status (2),comment (2),FG Status (2),Details (2),FG Comment (2),Prediction Status (2),Prob(<= -5 cm/s),PAMPA Classification,status (3),comment (3),FG Status (3),Details (3),Prob(<= 10 uM),FG Comment (3),Prediction Status (3),pH6.8 HT Solubility Classification,status (4),comment (4),FG Status (4),Details (4),FG Comment (4),Prediction Status (4),nibr:logD(pH=7.4),status (5),comment (5),FG Status (5),Details (5),FG Comment (5),Prediction Status (5),nibr:logP,status (6),comment (6),map:HLM_CLint (0.95 confidence interval),map:HLM_CLint,status (7),comment (7),map:RLM_CLint (0.95 confidence interval),map:RLM_CLint
423,238,,,FC1=C(C2=C3C(COC)=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OC[C@@]78CCCN7C[C@H](F)C8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methoxymethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methoxymethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine(racemic,trans)","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methoxymethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine",,"(racemic,trans)",COCC1=CC=CC2=CC=CC(C3=C(F)C4=NC(OC[C@@]56CCCN5C[C@H](F)C6)=NC(N7C[C@@](N8)([H])CC[C@@]8([H])C7)=C4C=N3)=C12,COCc1cccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,586.286780831,(M+H).,587.3,1.01321916899997,,238,,F[C@H]1CN2CCC[C@@]2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],COCc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,75.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.553102970123291, ""> 3"": 0.44689705967903137}}",,OK,0.553102970123291,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.33143753861670056, ""> -5"": 0.6685624613832996}}",,OK,0.331437538616701,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.092618644, '> 10uM': 0.90738136}}",0.0926186442375183,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,3.1861946851883,OK,correct SMILES,OK,{},,OK,4.67208209119692,OK,correct SMILES,0.220838079476,>100 uL/min/mg,OK,correct SMILES,0.924846557831,Inconclusive
424,5,680.9,,OC1=CC=C(CC(F)(F)F)C(C2=C(F)C3=NC(OC[C@]45CCCN4C[C@@H](F)C5)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C1,,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(2,2,2-trifluoroethyl)phenol","3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(2,2,2-trifluoroethyl)phenol(racemic,trans)","3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(2,2,2-trifluoroethyl)phenol",,"(racemic,trans)",OC1=CC=C(CC(F)(F)F)C(C2=C(F)C3=NC(OC[C@@]45CCCN4C[C@H](F)C5)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C1,Oc1ccc(CC(F)(F)F)c(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,590.2428652705,(M+H).,591,0.757134729499967,,5,680.9,F[C@H]1CN2CCC[C@@]2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1ccc(CC(F)(F)F)c([*:4])c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.36459189653396606, ""> 3"": 0.6354081034660339}}",,OK,0.364591896533966,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.38159457127168006, ""> -5"": 0.6184054287283198}}",,OK,0.38159457127168,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.01731652, '> 10uM': 0.9826835}}",0.0173165202140808,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.59040801229597,OK,correct SMILES,OK,{},,OK,4.05578330038067,OK,correct SMILES,1.36894281641,Inconclusive,OK,correct SMILES,0.53238104134,Inconclusive
425,90.2,5414.1,,FC1=C(C2=C3C(Cl)=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CC(F)CN7CC(F)C8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-((2,6-difluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-((2,6-difluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine(mixture ofisomers)","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-((2,6-difluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine",,(mixture of isomers),FC1=C(C2=C3C(Cl)=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CC(F)CN7CC(F)C8)N=C41,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3C[C@@H]4CC[C@H](C3)N4)nc(OCC34CC(F)CN3CC(F)C4)nc12,594.2121719263,(M+H).,595.2,0.987828073699916,,90.2,5414.1,FC1CN2CC(F)CC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Clc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9049267172813416, ""> 3"": 0.09507327526807785}}",,OK,0.904926717281342,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.3581951424016566, ""> -5"": 0.6418048575983434}}",,OK,0.358195142401657,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.41172427, '> 10uM': 0.58827573}}",0.411724269390106,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.54580453618808,OK,correct SMILES,OK,{},,OK,5.05088412570973,OK,correct SMILES,0.907078018277,Inconclusive,OK,correct SMILES,1.01026784457,Inconclusive
426,0.9,228,,FC1=C(C2=C3C(CC)=C(F)C=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",,,FC1=C(C2=C3C(CC)=C(F)C=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,CCc1c(F)ccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,570.2918662089,(M+H).,571,0.708133791099954,,0.9,228,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],CCc1c(F)ccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9829959273338318, ""> 3"": 0.017004068940877914}}",,OK,0.982995927333832,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.3565742704827862, ""> -5"": 0.6434257295172139}}",,OK,0.356574270482786,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.119366825, '> 10uM': 0.8806332}}",0.119366824626923,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,3.63116217034799,OK,correct SMILES,OK,{},,OK,4.99870776013113,OK,correct SMILES,0.379233394242,Inconclusive,OK,correct SMILES,0.943631223392,Inconclusive
427,35.3,1981.7,,FC1=C(C2=CC=CC3=C2C=CN3CC)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(1-ethyl-1H-indol-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(1-ethyl-1H-indol-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(1-ethyl-1H-indol-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",,,FC1=C(C2=CC=CC3=C2N(CC)C=C3)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,CCn1ccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c21,541.2965370141,(M+H).,542.4,1.10346298589991,,35.3,1981.7,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],CCn1ccc2cccc([*:4])c21,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,71.34,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8199366331100464, ""> 3"": 0.180063396692276}}",,OK,0.819936633110046,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.31679512937224097, ""> -5"": 0.6832048706277589}}",,OK,0.316795129372241,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.011936247, '> 10uM': 0.98806375}}",0.0119362473487854,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.67502752196644,OK,correct SMILES,OK,{},,OK,4.30711555604986,OK,correct SMILES,1.16209422027,Inconclusive,OK,correct SMILES,0.905343530958,Inconclusive
428,92.1,6964.4,,F[C@@H]1C[C@]2(COC3=NC(N4CC(N5)CCC5C4)=C(C=NC(C6=CC=CC7=C6CCC7)=C8F)C8=N3)CCCN2C1,,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2,3-dihydro-1H-inden-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2,3-dihydro-1H-inden-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine(racemic,trans)","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2,3-dihydro-1H-inden-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",,"(racemic,trans)",F[C@@H]1C[C@]2(COC3=NC(N4CC(N5)CCC5C4)=C(C=NC(C6=CC=CC7=C6CCC7)=C8F)C8=N3)CCCN2C1,Fc1c(-c2cccc3c2CCC3)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,532.2762161447,(M+H).,533.4,1.12378385529996,,92.1,6964.4,F[C@H]1CN2CCC[C@@]2(CO[*:1])C1,C1CC2CN([*:2])CC1N2,F[*:3],c1cc2c(c([*:4])c1)CCC2,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.27869898080825806, ""> 3"": 0.7213010191917419}}",,OK,0.278698980808258,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.34162556198975613, ""> -5"": 0.6583744380102439}}",,OK,0.341625561989756,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.0131139755, '> 10uM': 0.986886}}",0.0131139755249023,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.38004471455975,OK,correct SMILES,OK,{},,OK,4.2722514608562,OK,correct SMILES,0.682252418611,Inconclusive,OK,correct SMILES,0.879387729211,Inconclusive
429,18.5,1696,,CC1CCC2=C1C(C3=C(F)C4=NC(OC[C@@]56CCCN5C[C@H](F)C6)=NC(N7CC(N8)CCC8C7)=C4C=N3)=CC=C2,,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-methyl-2,3-dihydro-1H-inden-4-yl)pyrido[4,3-d]pyrimidine","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-methyl-2,3-dihydro-1H-inden-4-yl)pyrido[4,3-d]pyrimidine(racemic,trans)","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-methyl-2,3-dihydro-1H-inden-4-yl)pyrido[4,3-d]pyrimidine",,"(racemic,trans)",CC1CCC2=C1C(C3=C(F)C4=NC(OC[C@@]56CCCN5C[C@H](F)C6)=NC(N7CC(N8)CCC8C7)=C4C=N3)=CC=C2,CC1CCc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c21,546.2918662089,(M+H).,547.3,1.00813379109991,,18.5,1696,F[C@H]1CN2CCC[C@@]2(CO[*:1])C1,C1CC2CN([*:2])CC1N2,F[*:3],CC1CCc2cccc([*:4])c21,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.22319674491882324, ""> 3"": 0.7768032550811768}}",,OK,0.223196744918823,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.32033968031933696, ""> -5"": 0.679660319680663}}",,OK,0.320339680319337,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.008523166, '> 10uM': 0.99147683}}",0.00852316617965698,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.63839448571759,OK,correct SMILES,OK,{},,OK,4.42138165524935,OK,correct SMILES,0.634145787605,Inconclusive,OK,correct SMILES,0.89350153539,Inconclusive
430,1,141,,F[C@@H]1C[C@]2(COC3=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C(C=NC(C6=C7C(F)=C(F)C=CC7=CC=C6)=C8F)C8=N3)CCCN2C1,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(7,8-difluoronaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(7,8-difluoronaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine(racemic,trans)","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(7,8-difluoronaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",,"(racemic,trans)",F[C@@H]1C[C@]2(COC3=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C(C=NC(C6=C7C(F)=C(F)C=CC7=CC=C6)=C8F)C8=N3)CCCN2C1,Fc1ccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c2c1F,578.2417224163,(M+H)+.,579.3,1.05827758369992,,1,141,F[C@H]1CN2CCC[C@@]2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Fc1ccc2cccc([*:4])c2c1F,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.622123122215271, ""> 3"": 0.3778768479824066}}",,OK,0.622123122215271,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.33557358345920063, ""> -5"": 0.6644264165407996}}",,OK,0.335573583459201,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.45429528, '> 10uM': 0.5457047}}",0.45429527759552,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.0787786390565,OK,correct SMILES,OK,{},,OK,4.73752180798843,OK,correct SMILES,1.14739616778,Inconclusive,OK,correct SMILES,1.07558784592,Inconclusive
431,1.4,74.3,,O=C(N1CCOCC1)OC[C@H]2N3[C@](CCC3)(COC4=NC(N5C[C@H](N6)CC[C@@H]6C5)=C(C=NC(C7=C8=C(CC)C=CC=C8CC=C7)=C9F)C9=N4)CC2,,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl morpholine-4-carboxylate","((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl morpholine-4-carboxylate(trans enantiomer)","((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl morpholine-4-carboxylate",,(trans enantiomer),O=C(N1CCOCC1)OC[C@H]2CC[C@@]3(COC4=NC(N5CC(N6)CCC6C5)=C(C=NC(C7=C8C(CC)=CC=CC8=CC=C7)=C9F)C9=N4)CCCN32,CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N5CCOCC5)CC6)nc4c3F)c12,695.3595312014,(M+H).767,696.4,1.04046879859993,,1.4,74.3,O=C(OC[C@H]1CC[C@@]2(CO[*:1])CCCN12)N1CCOCC1,C1CC2CN([*:2])CC1N2,F[*:3],CCc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,105.18,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9327383041381836, ""> 3"": 0.06726168096065521}}",,OK,0.932738304138184,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.6648580659536542, ""> -5"": 0.33514193404634585}}",,OK,0.664858065953654,<= -5.3 cm/s,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.5269876, '> 10uM': 0.4730124}}",0.526987612247467,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,4.05828031823541,OK,correct SMILES,OK,{},,OK,4.77683771653623,OK,correct SMILES,0.916410258942,>100 uL/min/mg,OK,correct SMILES,0.936648901807,>120 uL/min/mg
432,1.9,106.3,,O=C(OC[C@H]1CC[C@@]2(COC3=NC(N4CC(N5)CCC5C4)=C(C=NC(C6=C7C(CC)=CC=CC7=CC=C6)=C8F)C8=N3)CCCN21)NC,,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate","((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate (trans enantiomer)","((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate",,(trans enantiomer),O=C(OC[C@H]1CC[C@@]2(COC3=NC(N4CC(N5)CCC5C4)=C(C=NC(C6=C7C(CC)=CC=CC7=CC=C6)=C8F)C8=N3)CCCN21)NC,CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,639.3333164509,(M+H).,640.4,1.06668354909993,,1.9,106.3,CNC(=O)OC[C@H]1CC[C@@]2(CO[*:1])CCCN12,C1CC2CN([*:2])CC1N2,F[*:3],CCc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,104.74,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9265984296798706, ""> 3"": 0.07340157777070999}}",,OK,0.926598429679871,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.6190915865976842, ""> -5"": 0.3809084134023159}}",,OK,0.619091586597684,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.47105283, '> 10uM': 0.5289472}}",0.471052825450897,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.71099560491809,OK,correct SMILES,OK,{},,OK,5.13891532320156,OK,correct SMILES,0.51375301875,>100 uL/min/mg,OK,correct SMILES,0.910234619107,Inconclusive
433,0.9,43.2,,O=C(OC[C@H]1CC[C@@]2(COC3=NC(N4CC(N5)CCC5C4)=C(C=NC(C6=C7C(CC)=CC=CC7=CC(O)=C6)=C8F)C8=N3)CCCN21)NC,,"((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate","((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methylmethylcarbamate(trans racemic)","((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate",,(trans racemic),O=C(OC[C@H]1CC[C@@]2(COC3=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C(C=NC(C6=C7C(CC)=CC=CC7=CC(O)=C6)=C8F)C8=N3)CCCN21)NC,CCc1cccc2cc(O)cc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,655.328231073,(M+H).,656.4,1.07176892699999,,0.9,43.2,CNC(=O)OC[C@H]1CC[C@@]2(CO[*:1])CCCN12,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],CCc1cccc2cc(O)cc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,124.97,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9880884885787964, ""> 3"": 0.011911485344171524}}",,OK,0.988088488578796,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.6664166666666665, ""> -5"": 0.33358333333333334}}",,OK,0.666416666666667,<= -5.3 cm/s,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.27706015, '> 10uM': 0.72293985}}",0.277060151100159,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.43909819064099,OK,correct SMILES,OK,{},,OK,4.82258249284874,OK,correct SMILES,0.763298229539,Inconclusive,OK,correct SMILES,0.89787031703,Inconclusive
